minute,load_kw
1176,1063.9846450800005
1177,1089.3213954000007
1178,1105.0533622800006
1179,1104.9705622800006
1180,1113.0021374400005
1181,1125.0081374400004
1182,1129.6449540000003
1183,1124.0145622800005
1184,1130.8869540000003
1185,1131.7149374400003
1186,1114.4097622800005
1187,1103.7285705600002
1188,1127.4921540000003
1189,1144.0521540000004
1190,1156.9689788400003
1191,1180.4841540000002
1192,1204.4133374400003
1193,1206.6489291600003
1194,1202.5917457200003
1195,1178.9110036800002
1196,1154.4850699200003
1197,1130.0591361600004
1198,1097.6016189600002
1199,1066.7172603600004
1200,1044.6923527200004
1201,1023.1642699200005
1202,994.5153954000003
1203,971.9937291600005
1204,964.1276463600004
1205,956.8412794800004
1206,942.9309126000004
1207,943.6761208800004
1208,951.2109126000003
1209,963.6309043200005
1210,971.9109291600005
1211,991.2033126000003
1212,1002.9609126000005
1213,1013.0625126000004
1214,1009.8333208800007
1215,1017.3680794800006
1216,1023.9092463600006
1217,1039.6411884000004
1218,1052.2267138800003
1219,1056.2838724800004
1220,1052.8062642000002
1221,1055.2074559200003
1222,1036.0806807600002
1223,1009.1707304400003
1224,990.7891470000002
1225,984.8275552800003
1226,972.9871635600005
1227,974.0635552800004
1228,981.6811387200003
1229,986.4007801200005
1230,990.7892215200005
1231,995.7572629200004
1232,994.1013208800005
1233,988.8850036800004
1234,984.7450450800004
1235,976.6306699200004
1236,966.8603030400005
1237,957.9179196000005
1238,950.7143278800006
1239,944.8355361600004
1240,938.3771444400006
1241,931.7531610000008
1242,935.8103858400005
1243,948.7271775600005
1244,964.2107444400004
1245,975.3887361600006
1246,987.5603196000005
1247,1000.1459030400005
1248,1015.7122533600007
1249,1027.1386202400004
1250,1042.1253788400004
1251,1045.1889457200007
1252,1035.0873208800006
1253,1006.4385705600005
1254,974.0638285200006
1255,933.9058864800006
1256,905.4227278800006
1257,889.6907692800007
1258,882.4871858400007
1259,881.8247941200007
1260,901.6967775600008
1261,936.0587361600006
1262,964.2106864800007
1263,986.4010368000006
1264,1006.1074119600007
1265,1005.7762119600008
1266,988.4710450800006
1267,972.1594616400005
1268,963.0514699200006
1269,957.7522616400005
1270,958.0006533600006
1271,960.4846450800007
1272,963.7138450800006
1273,965.7010533600005
1274,962.8858699200007
1275,970.9174616400005
1276,963.2170864800006
1277,954.3575278800006
1278,946.4915610000005
1279,942.4343775600006
1280,928.1928189600006
1281,923.9700272400007
1282,918.7536272400006
1283,912.5436355200006
1284,897.9708520800007
1285,883.9776603600006
1286,861.8700852000005
1287,840.0937183200007
1288,828.3361100400007
1289,820.9669183200006
1290,810.6169514400005
1291,814.9225597200005
1292,816.5785348800007
1293,805.4005762800007
1294,807.4705514400006
1295,809.2093266000006
1296,798.8593597200005
1297,794.1398094000004
1298,784.9490590800004
1299,764.4147667200004
1300,754.5616329600005
1301,757.2112329600004
1302,757.7080412400004
1303,764.7460246800003
1304,761.8479915600003
1305,748.6827915600004
1306,741.3963998400004
1307,728.8935998400004
1308,717.3015998400004
1309,714.5692164000004
1310,711.5056578000006
1311,709.6840826400005
1312,727.5688909200005
1313,738.0017157600006
1314,749.3453488800005
1315,760.8545654400007
1316,764.4977985600005
1317,754.3134482400005
1318,756.0522979200005
1319,771.0391227600005
1320,785.6115336000005
1321,794.8019527200006
1322,796.8715801200005
1323,793.2279909600005
1324,772.5275935200004
1325,756.5471769600005
1326,743.2163686800004
1327,750.3371438400005
1328,750.5027438400004
1329,742.8851604000004
1330,739.4075852400003
1331,734.2740018000004
1332,712.6632514800004
1333,706.2048680400005
1334,718.9560680400004
1335,726.3252680400004
1336,735.3504763200004
1337,757.9548266400004
1338,764.9928100800004
1339,793.9727604000004
1340,827.3411190000004
1341,856.0726776000005
1342,874.1230693200005
1343,900.3706362000005
1344,896.8930527600005
1345,890.2690527600005
1346,891.5110362000005
1347,893.5810196400005
1348,892.5046279200005
1349,895.0714113600004
1350,896.2306113600005
1351,897.1414113600006
1352,882.1546362000006
1353,874.6198362000005
1354,855.2446444800005
1355,833.6338693200005
1356,812.3542941600006
1357,806.2270941600007
1358,780.3107272800005
1359,767.4767438400005
1360,748.5983686800005
1361,742.8023769600006
1362,733.4460100800004
1363,742.4711769600005
1364,749.5919521200005
1365,751.8275107200004
1366,743.7959024400004
1367,737.4203024400006
1368,730.8791190000005
1369,708.3575769600004
1370,699.6636266400004
1371,686.4984763200005
1372,675.1549011600003
1373,654.3721591200004
1374,642.3662005200005
1375,627.7934502000005
1376,620.2586998800004
1377,618.7683495600006
1378,621.9147992400005
1379,614.2144820400006
1380,608.1692871600004
1381,589.9525254000002
1382,567.5129470800002
1383,548.3853439200002
1384,546.9768910800001
1385,546.97689108
1386,551.19965796
1387,552.19324968
1388,549.4608662400001
1389,545.73489108
1390,544.49289936
1391,543.25090764
1392,544.2444993600001
1393,549.2124662399999
1394,551.4480496799999
1395,551.69644968
1396,552.9384414
1397,551.6964496799999
1398,548.46727452
1399,549.70926624
1400,546.9768828
1401,546.9768828
1402,548.46727452
1403,551.69644968
1404,551.94484968
1405,554.67723312
1406,555.91922484
1407,552.19324968
1408,547.2252828000001
1409,544.98969936
1410,543.9961076400001
1411,541.5121242
1412,545.23809936
1413,547.22529108
1414,550.45446624
1415,549.21247452
1416,550.70286624
1417,548.4672827999999
